AbnormalResources,AntiDebug,BrowserReferences,CompanyName,CryptoUsed,DomainNames,Dropper,FileSize,Filename,HidingImports,IllegitimatePrograms,MalwareFunctions,MalwareType,MatchingCompiler,Overlay,PEiDSignature,Packed,PossibleCompilersCount,UndesirableBehavior,WindowsNativeAPI
False,False,False,unknown,False,False,False,28864,0e36f5ac32e32e23c872e17538f110e1127bd3a6704f0bbf62ee357b1b9c56a0,False,True,False,koutodoor,unknown,False,False,True,0,False,True
False,False,False,unknown,False,False,False,28512,0e30cffb0df0c215ae38efaf4d2fb76d63c6059c653e7786a8bc407ad975c032,False,True,False,rootkit,unknown,False,False,True,0,False,True
False,False,False,unknown,False,True,False,46592,0e3f0ebd497d8e8de6617d113e592e77617944e90a328531023bd90d2e10afd9,True,False,False,hacktool,unknown,False,True,True,2,False,False
False,False,False,unknown,False,False,False,18582,096d365850a1094685477a3192f5e33befc1c82e71ef344d58b1dbb188d2da12,True,True,False,qqpass,unknown,True,True,True,0,False,False
False,False,False,Windows (R) 2000 DDK provider,False,True,False,27008,0967895727ea61680ba91e9874f769abf5194936da4027a22b82b8b14411a174,False,False,False,rootkit,unknown,True,False,True,0,False,False
False,False,False,unknown,False,False,False,29120,096847a1ae5a4eae196b1e008976fff81d901cb80ba0ee9b6edd11ffab33a7a6,False,True,False,rootkit,Microsoft Visual C++,False,False,True,1,False,True
False,False,False,unknown,False,True,False,24576,096ab92e8e86e4f52631b60651b79753dba32579cadfb71650743c4a6f77c968,False,False,False,femad,unknown,False,False,False,3,False,False
False,False,False,Windows (R) 2000 DDK provider,False,True,False,20992,0966b934a2b59b9d7bb0df6d98a5da9c2a3f82418b82bda54de021450e488b37,False,False,False,rootkit,unknown,True,False,True,0,False,False
False,False,False,unknown,False,False,False,492544,1b4f52d7c9ae099491817d6859ca0d709b47d2c69419cf540e6407e13b9d87d3,False,False,False,bancos,unknown,True,False,True,0,False,False
False,False,True,unknown,False,True,False,34304,1b45309b1999582b96854c434841572adedc9f233c7ac17f73ad9e997cdd74f3,False,False,False,rcbccdd,Microsoft Visual C++ 8.0,True,True,False,1,True,False
False,False,False,unknown,False,False,False,103424,1b404b8705d7be6a0bc8fb1dda03007e9498ffba40bc41707362f3b1d2e87efd,False,False,False,bancos,unknown,True,False,True,0,False,False
False,False,False,unknown,False,False,False,379392,1b4adfb68d4e0e3b27b118eb558840aeaf55b8241e3ebad33c574f712ca587a8,False,False,False,bancos,unknown,True,False,True,0,False,False
False,False,False,unknown,True,True,False,65536,38b84a138c24b62f88c4f4aa5f8af659ebf4f0d559adbee7b98de93e60996dda,True,False,False,dialer,unknown,True,False,True,0,False,False
False,False,False,unknown,False,False,False,24576,38be235a84b858d86b79fc7623bbf59738b20c393a56ecf865d5b48423ebace5,False,False,False,gyner,unknown,False,False,False,2,True,False
False,False,False,性吧,False,False,False,114688,38bc398ff200637ec64b6e450e54cfee8ff57820998ce0ec655cf99b322d1b12,False,False,False,adload,unknown,False,False,False,3,False,False
False,False,False,unknown,False,False,False,28736,38b0eacbd9e502f5e165f5a655d120e686581988064e912c1d642996540f531e,False,True,False,rootkit,unknown,False,False,True,0,False,True
False,False,False,unknown,False,False,False,28448,38bc9ac465c0514ae106f310ead1260b3f823924bf547e40d6cbf4b089874bf5,False,True,False,rootkit,unknown,False,False,True,0,False,True
False,True,False,unknown,False,False,False,47968,0536337d70419173ce9b63a64e937fdee19b6d23e20739248658cebbad373e86,False,True,False,farfli,unknown,False,False,True,0,False,True
False,False,False,unknown,False,False,False,45056,1e557996bdd192cc0c29aa7b9297d876bf7b89bb75ab11d9ec5dc84d9ece9eb9,True,False,False,poison,unknown,False,False,False,4,False,False
False,False,False,unknown,False,False,False,29024,1e5433b9f2b9c74d98c816324e87c15cbf61941bd47daa42d9976839cf2fe01b,False,True,False,rootkit,Microsoft Visual C++,False,False,True,1,False,True
True,False,False,unknown,False,False,False,4720131,1fe54bd1a75cd04e325ed7378c9c699d032ee0ddc3b1c009b291376f1daab3bf,False,True,False,conjar,unknown,True,False,False,0,False,False
False,False,False,unknown,False,False,False,34270,2b10c14ffdfdee34311005d76e23817ee3604d5e39095095c6104ff204790deb,True,True,False,pcclient,unknown,True,False,True,0,False,False
False,False,False,unknown,False,False,False,432640,2b1d1414b41aff528c42731e3ca6ec3beff8b79345ff81110ced5c17fed17526,False,False,False,bancos,unknown,True,False,True,0,False,False
True,False,False,unknown,False,False,False,195072,2b142a3a7e816edd9eb4a8d812897405d561a3860f43525ca32e2e525a07db90,True,True,False,buzus,unknown,False,False,True,0,False,False
False,False,False,unknown,False,False,False,162304,2b1b776c003cfbb5a3c87495c4084cb8ca8e9531578cc3663ae1d586857213cb,False,False,False,bancos,unknown,True,False,True,0,False,False
False,True,False,unknown,False,False,False,26560,2b18f449aa4ac97d87cd1d2e877e5e90357af7d3604a841e5eee0922bd23bc2b,False,True,False,farfli,unknown,False,False,True,0,True,True
False,True,False,unknown,False,False,False,34272,2d12fce38343530b7a1d665139072d37aa244913e72e32c23afbb7029214e56b,False,True,False,farfli,unknown,False,False,True,0,True,True
False,False,False,unknown,False,False,True,38928,2d1bfeb27587b9b1c75742b2eb05489b97cf1e769be4c204e6aa08d3f01ffe5c,True,False,False,heloag,unknown,True,True,True,0,False,False
False,False,False,unknown,False,False,False,28480,2d17703b4095903841ba06055a2b11beb20494628217b54ce57cdb6e9948a9c9,False,True,False,rootkit,Microsoft Visual C++,False,False,True,1,False,True
False,False,False,unknown,False,False,False,28480,0058623d021fe25fc1a58746734290099a2584618f02830bc76771b76a39121c,False,True,False,rootkit,Microsoft Visual C++,False,False,True,1,False,True
False,False,False,unknown,False,False,False,29024,005d138381ab22ad45ebee5715d50218703e618517639091c44708ed9f2f91a7,False,True,False,rootkit,Microsoft Visual C++,False,False,True,1,False,True
False,False,False,Microsoft,False,True,False,211787,0055c712cce39374f1ac456288ba73b18575c98a97111061bb5b08caded63543,False,False,False,swisyn,unknown,True,True,True,2,False,False
False,False,False,unknown,False,False,False,31040,2cced5fa7cfbc1fb013e30d49f770fcb57272b1453a6d5ff96c41ecd60e9f926,False,True,False,koutodoor,Microsoft Visual C++,False,False,True,1,False,True
False,True,False,unknown,False,False,False,22016,2cc1ee28160a6dd0f194e94244d3ade6a6c475b1e84f64085655cb7c11a00582,False,True,False,farfli,unknown,False,False,True,0,True,True
False,False,False,Microsoft,False,True,False,211825,2cc6c5255da8a131a5308c68d4c4f26c5434dbea1791b7285d44eab5d2d98f1d,False,False,False,t5wiiy,unknown,True,True,True,2,False,False
False,True,False,unknown,False,False,False,27872,1abb1f7b494009678b3f83a6f8e1ac3b7b547d32e495992df2d53ee174955af2,False,True,False,farfli,unknown,False,False,True,0,True,True
False,False,True,unknown,False,False,False,153860,1ab8e5919487cf6c4ad0d8cdcb56b9c0420a8acd6af33fa33beae15b1830650f,False,True,False,adware,unknown,True,False,True,2,True,True
False,False,False,Microsoft,False,True,False,463757,1abd7be5e069897cd2d54501a2a090ef5a2ab17b94bf65b738ce8e0bf4deaa78,False,False,False,huwx,unknown,True,True,True,2,True,False
False,True,False,unknown,False,False,False,48896,36f830606c9aa9c53c7d17c751417ff41667af0ebebdae5d8161c060212c1914,False,True,False,farfli,unknown,False,False,True,0,False,True
False,False,False,unknown,False,False,False,90130,36f0eb9439a3c5487a703865a380e97c242edca1e62ef284ce918dfdaf5642f0,False,False,False,worm,unknown,False,True,False,0,False,False
False,False,False,Microsoft,False,True,False,211980,30a47ba02b1ac1a91a15080bd4c92fc28cfe67f0a091434095eb62c1128be006,False,False,False,swisyn,unknown,True,True,False,2,False,False
False,False,False,unknown,False,True,False,221033,146019b2afac8bd5799e6bfae8ce2e364f11db7dcbf9b1fcec61969c00d18210,False,False,False,mofksys,Microsoft Visual Basic v5.0 - v6.0,True,False,False,1,False,False
False,False,False,unknown,False,False,False,29088,009a6bffe231a53b244eef65cc6f835861abd60d88a6713c4f450adf975e772b,False,True,False,rootkit,Microsoft Visual C++,False,False,True,1,False,True
False,False,False,unknown,False,False,False,8784,063e150b53c5db217f814c1ceade0ff766356c0b665848add5a752e8f87d94e8,False,False,False,banker,unknown,False,False,True,0,False,False
False,False,False,unknown,False,False,False,3752,10c21c9eb0fa030fea8835fb2852f418faf3cb6836511463596bcb30ddcd748a,False,False,True,hacdef,unknown,True,False,True,0,False,True
False,False,False,unknown,False,False,False,129024,10cf20b0f70fe8e9a6cc6f55273a2c89af9158e513afb8458b5af539eea097f5,False,False,False,bancos,unknown,True,False,True,0,False,False
False,True,False,unknown,False,False,False,16228,0bf9c11bea95f20230ca9ed28b6629457e9ef3bf28f7de728eeb991048c065fa,False,True,False,,Microsoft Visual C++ 6.0 - 8.0,True,False,True,1,False,True
False,False,False,unknown,False,False,False,28864,0bfa6d4b0b0e7dd1ccc247071ff07a390da34714e7ecacec2cc8cce72be35b23,False,True,False,rootkit,unknown,False,False,True,0,False,True
False,True,False,unknown,False,False,False,22720,0bfc66a0de976b019f8f9ab2f2b0aae1efab60511be760766acca15f463ecf29,False,True,False,farfli,unknown,False,False,True,0,True,True
False,False,False,unknown,False,False,False,28672,0bf8fb9b71aeae247013e504d0adfbe9bb7627094eec053c4f13b335f3e21612,False,True,False,rootkit,Microsoft Visual C++,False,False,True,1,False,True
False,False,False,unknown,False,True,False,246247,07ae92ea5033e4df480cf24b4fdfdbc4c8f2130d116524f16cf83bca7fe4969a,False,False,False,mofksys,unknown,True,False,False,2,True,False
True,False,False,unknown,False,False,False,195072,07ae8714065c1a181cfb3c36e3af1192528e7fcda1f17bc48d120ba510d11316,True,True,False,buzus,unknown,False,False,True,0,False,False
True,False,False,unknown,False,False,False,195072,08adb61ee8659d65d286c012127f1a629b4d5e2bfac5eed635966277732d0c41,True,True,False,buzus,unknown,False,False,True,0,False,False
False,False,False,unknown,False,False,False,28960,08ad086d058c344b0ed3362a0907a0c8e49a16a29b78537dfc93aa658b46ee52,False,True,False,rootkit,Microsoft Visual C++,False,False,True,1,False,True
False,False,False,unknown,False,False,False,29088,08afb6a3f8d6a9787c1322b67448c4b75b14d844b7a4eafda2548e293dfaeae6,False,True,False,rootkit,Microsoft Visual C++,False,False,True,1,False,True
False,False,False,unknown,False,False,False,28992,08a6ea6e17ba36dbf378bda53bc50d3905eea849137872699da8bbdd34a030e8,False,True,False,koutodoor,Microsoft Visual C++,False,False,True,1,False,True
False,False,False,unknown,False,False,False,290816,318f00fe58b5727e7413399330ffc11c5b07c9b2d29cdcdde6004de3a14d8646,False,False,False,bancos,unknown,True,False,True,0,False,False
False,False,False,unknown,False,False,False,282624,3184ab9470fb37308e54b7ad5c6d56dc90b58e14b9c8ca3e72d1efab644d4ec1,False,False,False,bancos,unknown,True,False,True,0,False,False
False,True,False,unknown,False,False,False,44384,1b51614afca2109dcbd444a4ff907ffe47261842a4068e1c51f0ad1d0c19d0bf,False,True,False,farfli,unknown,False,False,True,0,False,True
False,False,True,unknown,False,False,False,150788,1b54a4e9f9c1be56bfb20cce334f33d120e40fd736ef638c1dcca192a8e9d13f,False,True,False,cinmus,unknown,True,False,True,2,True,True
False,False,False,unknown,False,False,False,28960,1b5bd92cf1b5f7b92ea146e3c747f94f44a86189a4a758e304581cbc126b0b73,False,True,False,rootkit,Microsoft Visual C++,False,False,True,1,False,True
False,True,False,unknown,False,False,False,23392,244a01ff0c0f31e2e0efafc43409859fcd9b3b807a408e81c19be19ae65ff71d,False,True,False,farfli,unknown,False,False,True,0,True,True
False,False,False,unknown,False,False,False,414720,244efdccc7b0d60b3c86d8ad6f2cd48b9397056ca38aa5f7710a747ab234c20e,False,False,False,bancos,unknown,True,False,True,0,False,False
False,False,False,MediaSystemsLLC,False,False,False,194048,19621876f7f3d18494e06f5f5112c1ba52eb9f23098a73b9c4a3b243ab50cad1,False,False,False,krypt,unknown,False,False,True,2,False,False
False,False,False,unknown,False,False,False,556544,1162bd66f8acc5cecf25ec7850b2448430e28e271456bd1a3199e3f412bd6e13,False,False,False,bancos,unknown,True,False,True,0,False,False
False,False,False,unknown,False,False,False,550400,2a71040181515e6b2a8f384e0f4869ddb62c33668a02e2a559a9e5685572a1b1,False,False,False,bancos,unknown,True,False,True,0,False,False
False,True,False,unknown,False,True,False,650441,28e6d8036a0a30b39e934eb38c745f4ca6b6802148e6b0d775d674d2d192d532,True,False,True,ressdt,unknown,True,False,True,6,True,False
False,True,False,unknown,False,False,False,23680,25913ace70e34d204a914ca2fe0c8e1f006b28da54f8fe218dab303e0992d902,False,True,False,farfli,unknown,False,False,True,0,True,True
False,False,False,unknown,False,False,False,565760,25902e69d5a446697a4624ecf6e748e39af9dc92b985a37dae01a405f13f67d7,False,False,False,bancos,unknown,True,False,True,0,False,False
False,False,False,unknown,False,True,False,221131,25970d53b0b9e4113b361d359c622e99449946a4ac30ce85590ccd2d61878705,False,False,False,mofksys,Microsoft Visual Basic v5.0 - v6.0,True,False,False,1,False,False
False,True,False,unknown,False,False,False,49312,11279b716888a7c88828eb7596306d5036ff98a1bee5c4c912af8ac42c3f9e72,False,True,False,farfli,unknown,False,False,True,0,False,True
False,False,False,unknown,False,False,False,457216,112d53746f1f4addf607c533118bb204bb27695c435b8a99652267a4707b14d4,False,False,False,bancos,unknown,True,False,True,0,False,False
False,True,False,unknown,False,False,False,26816,1124f4cc90a6b443cc4226ba52abf50f872f8d2da822a4ec2ca632c7f1f035f1,False,True,False,farfli,unknown,False,False,True,0,True,True
False,True,False,unknown,False,False,False,46048,361fbc79f1dd07e4b0f5f8c22fc440e4fe2e30f777ad4166bd07a3680a0f47cd,False,True,False,farfli,unknown,False,False,True,0,False,True
False,True,False,unknown,False,False,False,48000,361e1d34a19ab100fd6e631b9499346e86b6463fa4a27e0edd264965b1a82b78,False,True,False,farfli,unknown,False,False,True,0,False,True
False,True,False,unknown,False,False,False,44384,36194af17cfd0aacc7f4b7ce996d22b7c2307ad1bc3257afa1b847fdb362cc9f,False,True,False,rootkit,unknown,False,False,True,0,False,True
False,True,False,unknown,False,False,False,21632,3957b0b7489be9ccb4b94f46ba44f2da9a93921cc1b5a2234cbbff35b66c609d,False,True,False,farfli,unknown,False,False,True,0,True,True
False,True,False,unknown,False,False,False,14464,1c53bdba7bb702005f80769f2d49ea7c159cfc050ba16861d6000df391dab63e,False,True,False,farfli,unknown,False,False,True,0,True,True
False,False,False,unknown,False,False,False,31072,1c52049d7af35f50db6dcec4ecc3554aedf0110be1e226465da5ba2b9b28fea9,False,True,False,rtkdl,Microsoft Visual C++,False,False,True,1,False,True
False,True,False,unknown,False,False,False,212996,0183ca465ab70dbe6c09f4e4ba7c00aca65bedd066c28c7f5a79dd0c9cbf98ca,False,True,False,cinmus,Microsoft Visual C++,True,False,True,1,True,True
False,True,False,unknown,False,False,False,47168,0189f2d4a9ab183de48a0b041f32e8c91e456bfeb809f387a5f7b4b055ce548e,False,True,False,farfli,unknown,False,False,True,0,False,True
False,False,False,unknown,False,False,False,82638,018fa455db7a042673bacd0e2cebca2ff18e5f68e81f46e536bcc17ee0e6e0a5,True,False,False,worm,unknown,True,True,True,0,False,False
False,False,False,unknown,False,True,False,221105,01877008dadb9b5d8aa2afd61a4749e1b252f7ff63f8334a94a33007ae04a468,False,False,False,mofksys,Microsoft Visual Basic v5.0 - v6.0,True,False,False,1,False,False
False,False,False,unknown,False,False,False,28864,018795423bd697134134963b958208542d5fa274c3cd1cbdd6a64b668b558c03,False,True,False,rootkit,unknown,False,False,True,0,False,True
False,False,False,unknown,False,False,False,205824,0a6b169e40106354b678758490fbcf8fef69022bc01446dd3c74fa3c4373e02f,False,False,False,bancos,unknown,True,False,True,0,False,False
False,False,False,unknown,False,False,False,28768,0a60fcae225dcb615c9a7abe70f3b6dcd44ab96ecefa9313b52cb1ee3835bb22,False,True,False,rootkit,Microsoft Visual C++,False,False,True,1,False,True
False,False,False,unknown,False,False,False,440832,0a602d1287091bcfc9c871ab66ad07e4d7fbdf803a91598dbb99e53c4a8b333e,False,False,False,bancos,unknown,True,False,True,0,False,False
False,False,False,unknown,False,False,False,42688,0a621792fb23d995988b8e5b5aa637ad6345b89adde7c0d3921c2581b4902e82,False,False,False,pakes,unknown,False,False,True,0,False,False
False,True,False,unknown,False,False,False,26784,0a63c9995b0a651f77629ec9b784acf774a6f3ad670ec5926551e30d8b3ed43d,False,True,False,farfli,unknown,False,False,True,0,True,True
False,False,False,unknown,False,False,False,173056,242897d30da7dceee4853f98aba426fdb45924d0e4244fb40255d75dd6a4a287,False,False,False,bancos,unknown,True,False,True,0,False,False
False,True,True,360.cn,False,False,False,208896,19ac8d2cc16a01a66fe9351bcb9f3d27b55c589286015d62c919e878ab9914f2,True,True,False,palevo,unknown,False,False,False,4,True,False
False,False,False,unknown,False,True,False,85728,19a068a026ce1165d9c8f425fb927aef85b8bf456ab5ed028bdbf76cf2464d64,True,True,False,deltree,unknown,True,True,False,0,False,False
False,False,False,unknown,True,True,False,35592,19a115136d50074407c3205e9eea901abc21311bb25b025d720381544806180f,True,False,False,dialer,unknown,True,False,True,0,False,False
False,False,False,unknown,False,False,False,323584,33896681da3f793d18b407f00a500a5746b0b2684c709d29045e868286d6bd22,False,False,False,bancos,unknown,True,False,True,0,False,False
False,False,False,Microsoft Corporation,False,False,False,12800,1a330ce6aa6bfe2e607677022f6b61f1ee88d4ebbdce2919fdaa2a155d9d4317,True,False,False,worm,unknown,True,True,True,0,False,False
False,False,False,unknown,False,False,False,267780,01601af361bcd218c99a065faa2b644642f4b028ed9a917878ce4a59a40f73c2,False,False,False,fraudpack,unknown,True,False,True,0,False,False
False,False,False,unknown,False,False,False,28448,016f3ea717777f74ee5f2aa06c1544a67cbf53d5ba9985efb4ff40cb55e27f67,False,True,False,rootkit,unknown,False,False,True,0,False,True
False,False,False,unknown,False,False,False,29376,01677b8e326d7a7473a2a813cafd0c4b74372d023b904e9d76e97fac46012070,False,True,False,rootkit,Microsoft Visual C++,False,False,True,1,False,True
False,True,False,"McAfee, Inc",False,True,False,691737,1da46c155bf51de2479d84725c49e92836aa1c0221e342cb33edb27d6ae895da,True,False,True,antimcafee,unknown,True,False,False,0,True,False
False,False,False,unknown,False,False,False,24960,1dab52b843ff5891b3ed4ffd46cd1457b7ebe01c1763c6127913431a4f1abc6a,False,True,False,rootkit,unknown,False,False,True,2,False,True
False,True,False,unknown,True,True,False,653824,1dafd0b2770d79cb232f154ba84505cd91e3a52c3054404e7b48dda3a3ac1e16,True,False,True,scar,unknown,False,True,True,0,True,False
False,False,False,unknown,False,False,False,27872,1dae1e58bc85db067553dfbc4c962bcb9bd3878269f78569d9967d3de1391cdf,False,True,False,rootkit,Microsoft Visual C++,False,False,True,1,False,True
False,False,False,unknown,False,False,False,38920,0abd9183031661152dfa8a7023f9a4cce665b9cfb2b3f84461aa3fbb8443b294,False,False,False,scar,unknown,False,True,True,0,False,False
False,False,True,unknown,False,False,False,11008,0ab4d11b37c8aa5f57135fb4f0a59dee9c7d3ff95ec296161502c6a3cd3cda29,False,True,False,onlinegames,Microsoft Visual C++ 6.0 - 8.0,False,False,True,1,True,True
False,True,False,unknown,False,False,False,26336,0ab57d22aea29e7ffaf22c40d45734b5b83ed1df92bf66d78e75a6971378970e,False,True,False,farfli,unknown,False,False,True,0,True,True
False,True,False,unknown,False,False,False,27008,0ab6787c8ef169a4f48ca55a7faec4cd39b3d956e0d681971cbc359d1c66a1fe,False,True,False,farfli,unknown,False,False,True,0,True,True
False,False,False,unknown,False,False,False,28864,0ab600a3f15df965629f9cead4bafe9bc053a733d4adaa72a95c7515ba720147,False,True,False,koutodoor,Microsoft Visual C++,False,False,True,1,False,True
False,False,False,unknown,False,True,False,9216,0ab567043b2106d6fc7d5a32be01f3e7170b4abd3af4bbe6745eae6593132aa1,True,False,False,femad,unknown,False,True,True,0,False,False
False,False,False,unknown,False,False,False,49664,06279512eeb149d3b1a4dcd2355c9e3a314d8dda6d2f00b1a4951b06e5b62dec,True,False,False,obfuscated,Microsoft Visual C# v7.0 / Basic .NET,False,False,True,1,False,False
False,True,False,unknown,False,False,False,23616,33dfd27b7fb58ac4342649bdf38be1bf6e533256f716b3b2f771b5a8baf558dd,False,True,False,farfli,unknown,False,False,True,0,True,True
False,False,False,unknown,False,False,False,31040,1152cb1820e7fe92f4ab05090e3a071da8ebb942819d75aa8667137ff58b5d8d,False,True,False,koutodoor,Microsoft Visual C++,False,False,True,1,False,True
False,False,False,性吧,False,False,False,3670016,115d768799bbc2771d9bbb24d16e27e6750cfeae1c6c3c645d7f82847b829837,True,True,False,adload,unknown,True,True,True,0,False,False
False,False,False,unknown,False,False,True,248320,04bedfa8b9b5dc50f8bdc8f2224b668078b465b6a4a8403f758ac11b0625c697,True,False,False,bublik,Microsoft Visual C++ 6.0 - 8.0,False,False,False,1,False,False
False,True,False,unknown,False,False,False,26848,04b8dd99f6e7e3ed77e4d369cd3d804ff30c9db9a8f59064d35e2655206e3546,False,True,False,farfli,unknown,False,False,True,0,True,True
False,True,False,unknown,False,False,False,50752,1d110cd21765acfbed76b53c9d01e5e57d1a2473be06c9c2372265c068508be1,False,True,False,rootkit,unknown,False,False,True,0,False,True
False,False,False,Windows (R) 2000 DDK provider,False,True,False,27136,1d14228c4ce546e3103096acccfe33805bd4ac42fad21fa742c9c96fb18faca4,False,False,False,rootkit,unknown,True,False,True,0,False,False
False,True,False,unknown,False,False,False,50688,1d1bedf303202b3d9e52083eb3755762395250cc44f03b0a2e06e73cb49f68d2,False,True,False,farfli,unknown,False,False,True,0,False,True
False,True,False,unknown,False,False,False,24128,1d15e09c5ec400eb8f4c60280a905b632715e830596ede6d64a7dfee51bfec61,False,True,False,farfli,Microsoft Visual C++ v6.0 (Debug Version),False,False,True,1,True,True
False,True,False,unknown,False,False,False,47456,3a1b8e71fc262a13ef5b2fa8900e8bdf846daf7e8c53d9c03dd734023fcde0a9,False,True,False,farfli,unknown,False,False,True,0,False,True
False,False,False,Windows (R) 2000 DDK provider,False,True,False,19456,1e783a77cd2c1ce8d8571bf8980c146c3b473179b7e469dd48294e009c72f420,False,False,False,rootkit,unknown,True,False,True,0,False,False
False,False,False,Company,False,True,False,77824,3bc4f032c8b2a3e41d76c16cefdb1b39b3d1932aa1365653570f328860e26512,False,False,False,notpa,unknown,False,False,False,3,True,False
False,False,False,Microsoft,False,True,False,211846,3bcc487d63524915c0e3fe256af6e4664f6fdcb254bd7d0e0754aaf7d2152e29,False,False,False,swisyn,unknown,True,True,False,2,False,False
False,True,False,unknown,False,False,False,21632,3bcb3a5221144ac22af9c3a1c2f17d6148f90cd6a2f42ef9aecf68e88cb2f7be,False,True,False,farfli,unknown,False,False,True,0,True,True
True,False,False,unknown,False,False,False,195072,02a9feb7b17bfa6c248b497b99ffcaa77412f69120dc34bddea7800a5e718d50,True,True,False,buzus,unknown,False,False,True,0,False,False
False,True,False,unknown,False,False,False,22208,02a866a8fac0936f661afe961426676c0a3efe05b9d905c99a6c26a2641c1c4c,False,True,False,farfli,unknown,False,False,True,0,True,True
False,False,False,unknown,False,False,False,271872,02a7fbbc0f2849687f42a0acaf7c6ec29a709e37f06d2c1249855974f9902dec,False,False,False,bancos,unknown,True,False,True,0,False,False
False,False,False,unknown,False,True,False,221045,262bcd3c0b3014466c8490c5797b544ff9dca616fa8d7fcf9fcdf7f18321974e,False,False,False,mofksys,Microsoft Visual Basic v5.0 - v6.0,True,False,False,1,False,False
False,True,False,unknown,True,False,False,741575,2e7efe6342b9db6c2eb6268b535a6788d5046df5f72d23a8fa5c921b6131f849,True,False,True,rbot,unknown,True,False,False,4,True,False
False,True,False,unknown,False,False,False,47936,2e76e506e67c18c8807cd59cd2f45007d9f498dcc632b2dbe68184eca1598f38,False,True,False,farfli,unknown,False,False,True,0,False,True
False,False,False,Microsoft,False,True,False,77824,2e7423b3a5929aac7d536da49f9ba10b7bd4fb92d62f3bab1b438fe3720af23b,False,False,False,genome,unknown,False,True,False,3,True,False
False,False,False,unknown,False,False,False,28704,2e7cdab55f0cc9f9b5a38ea01eb0787793797abe08988068f84c5085d4dc8883,False,True,False,rootkit,Microsoft Visual C++,False,False,True,1,False,True
False,False,False,"Hilgraeve, Inc.",False,False,False,77824,2e794e5c7343cbd36b8e40768a4ab630b57976bbdf35802cceedc8dccfb4d943,False,False,False,sinowal,unknown,False,True,False,0,False,False
False,False,False,vgrN0E,False,False,False,419713,2e7d8b2975ea04c6ccbee46a6eb0ba4bc2e46a560249a7f6df6d8daa0c930ac1,False,False,False,manbat,unknown,True,False,True,0,False,False
False,True,False,unknown,False,False,False,24000,0a545423dfacdb0a245e2dc22b19a26ed91fb2d11a6c96d44e3dd7a4d2516b14,False,True,False,farfli,unknown,False,False,True,0,True,True
False,False,False,unknown,False,False,False,29216,0a58d6f2cb0999a74c98da52c4ff43afc89a64b78942c65a7570879b188071a5,False,True,False,rootkit,Microsoft Visual C++,False,False,True,1,False,True
False,True,False,unknown,False,False,False,26464,0a565176fa8b872bd49e667c2b40fef41c17717cbe3aa086ca5312aa66ac32cf,False,True,False,farfli,unknown,False,False,True,0,True,True
False,False,False,Microsoft,False,True,False,211870,0a5d06e283f20de6c644dee5d98b313b0aad1c875498839d43279ab29e3d228d,False,False,False,swisyn,unknown,True,True,False,2,False,False
False,False,False,Microsoft,False,True,False,211956,1de4dfc71ee8f0b6f13de8e6f24b69f5ea67003b7401c547cfa5e17e133f1b91,False,False,False,swisyn,unknown,True,True,False,2,False,False
False,False,False,unknown,False,False,False,28736,1de06338c1d2eb3caaf23ec294e57b29cf5d33b85b99611b710498b3be47d488,False,True,False,rootkit,unknown,False,False,True,0,False,True
True,False,False,unknown,False,False,False,195072,27e4d53af07c8b1ffd12db25e0b3feb9b2e2c1aa107d9fa916510530345ca7f7,True,True,False,buzus,unknown,False,False,True,0,False,False
False,False,False,Microsoft,False,True,False,1214424,27ebe61a79111f324af5765a49e75b9d99e85bbfaedb3a09464a7d89f874d596,False,False,False,szysywaiz,unknown,True,True,False,2,True,False
False,True,False,unknown,False,False,False,22496,27e9cc1c907c07628246a027f28cde4c8e59d21c4cbe5d9cd1634fa6a90f6880,False,True,False,farfli,unknown,False,False,True,0,True,True
False,False,False,unknown,False,False,False,89836,27e6d0293f538c2f8c2f8efa3fa9733df0a4a27b0cb4712c484474f1bea01a2c,True,False,False,worm,unknown,True,True,True,0,False,False
False,False,False,unknown,False,False,False,5120,2184837e8ebb83ad9aa77b70978a41456715ab15b00abcd17731e3680b45ffb2,False,False,False,rootkit,unknown,False,False,True,0,True,False
False,False,True,unknown,False,False,True,112751,218c88f7a7fef432cb190c4e27fd91bcdcc9790d23cb989f49d065bf1120f427,True,True,False,dialer,unknown,True,False,True,4,True,False
False,True,False,unknown,False,False,False,22752,2181774b6de768661d430cef78f690190bae69272c1619a7dd36701ec8e3e832,False,True,False,farfli,unknown,False,False,True,0,True,True
False,False,False,unknown,False,False,False,28480,218543af2ce43cd21dd7f343d8b87a8f147429923ee14d187bfa505a5dfb49a5,False,True,False,koutodoor,unknown,False,False,True,0,False,True
False,True,False,unknown,False,False,False,26528,218fb0ab54350712157e81305001955dfa5883d1147e73d8b7a1e2a3fc697d45,False,True,False,farfli,unknown,False,False,True,0,True,True
False,False,False,unknown,False,False,False,23816,123dd810791550df58f1c2676640d210546ab4437f9e01b1174619125fa20bf9,True,False,False,dialer,unknown,False,True,True,0,False,False
False,True,False,unknown,False,False,False,22176,123e501f35937f069645fdcbc5b5d620f29431ba11a4d9215285fa0693008a8f,False,True,False,farfli,unknown,False,False,True,0,True,True
False,True,False,unknown,False,False,False,30016,1237156527dc927d34d5416dc1480f15a92b3523b5dd4c30741919fb0b18f352,False,True,False,obfuscated,Microsoft Visual C++,False,False,True,1,False,True
